20150714T165159;85.00;0.96;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165200;15.13;0.93;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165201;15.13;0.89;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165202;15.19;0.93;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165203;15.19;0.89;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165204;15.19;0.89;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165205;15.25;0.89;11.86;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165206;15.25;0.89;11.86;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165207;15.31;0.89;11.86;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165208;15.31;0.89;11.86;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165209;15.31;0.93;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165210;15.31;0.93;11.86;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165211;15.38;0.89;11.89;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165212;15.38;0.89;11.89;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165213;15.44;0.93;11.89;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165214;15.44;0.89;11.89;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165215;15.44;0.89;11.86;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165216;15.50;0.89;11.85;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165217;15.50;0.89;11.82;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165218;15.50;0.89;11.82;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165219;15.56;0.89;11.82;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165220;15.63;0.89;11.85;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165221;15.63;0.89;11.86;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165222;15.63;0.89;11.86;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165223;15.69;0.89;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165224;15.69;0.89;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165225;15.69;0.89;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165226;15.75;0.86;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165227;15.75;0.89;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165228;15.75;0.89;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165229;15.81;0.89;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165230;15.81;0.89;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165231;15.88;0.89;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
20150714T165232;15.88;0.89;11.88;0;00000000T000000;-1.00;-1.00;-1.00;-1.00;-1.00;0;
